Date,Open,High,Low,Close,Volume,Adj Close
2015-01-29,205.25,206.00,202.240005,204.869995,1334900,201.002243
2015-01-28,212.580002,213.539993,205.380005,205.440002,1059400,201.561489
2015-01-27,215.259995,217.029999,212.490005,212.699997,752700,208.684422
2015-01-26,215.199997,217.880005,214.050003,217.75,458200,213.639086
2015-01-23,215.039993,217.869995,213.880005,216.710007,893100,212.618726
2015-01-22,206.809998,214.580002,206.25,214.190002,1162500,210.146297
2015-01-21,207.229996,209.210007,205.570007,206.559998,596200,202.66034
2015-01-20,210.580002,211.949997,206.710007,207.970001,761200,204.043724
2015-01-16,205.240005,209.50,204.490005,209.399994,894000,205.44672
2015-01-15,208.00,209.270004,205.529999,205.679993,1164000,201.796949
2015-01-14,207.320007,210.240005,206.119995,208.00,1279600,204.073156
2015-01-13,216.910004,219.539993,208.759995,209.50,1776100,205.544838
2015-01-12,221.289993,222.139999,214.979996,215.830002,817000,211.755335
2015-01-09,221.789993,223.850006,220.589996,221.630005,583600,217.44584
2015-01-08,219.75,223.639999,219.75,221.50,846400,217.318289
2015-01-07,216.470001,218.949997,213.809998,218.75,2951800,214.620207
2015-01-06,219.580002,220.779999,213.550003,215.699997,1378000,211.627785
2015-01-05,217.00,220.839996,216.149994,218.830002,1054800,214.698698
2015-01-02,220.389999,220.759995,215.800003,217.639999,573600,213.531162
2014-12-31,222.110001,222.759995,219.289993,219.289993,342000,215.150005
2014-12-30,222.00,223.089996,221.399994,221.789993,423600,217.602808
2014-12-29,222.369995,224.190002,221.490005,222.130005,378500,217.9364
2014-12-26,222.339996,223.960007,220.210007,221.880005,453000,217.69112
2014-12-24,223.669998,225.440002,221.520004,221.729996,292000,217.543943
2014-12-23,225.440002,227.690002,223.229996,223.429993,760900,219.211845
2014-12-22,221.479996,225.729996,221.479996,225.089996,847400,220.84051
2014-12-19,225.740005,226.679993,219.770004,221.619995,1551200,217.436019
2014-12-18,222.259995,224.009995,221.679993,223.990005,642700,219.761286
2014-12-17,215.979996,222.179993,215.119995,221.589996,888800,217.406586
2014-12-16,219.25,219.25,214.699997,214.970001,1052400,210.911571
2014-12-15,219.419998,221.919998,218.380005,219.479996,747100,215.336421
2014-12-12,223.610001,225.539993,218.910004,219.089996,767400,214.953784
2014-12-11,223.970001,226.75,223.970001,225.449997,1185400,220.55598
2014-12-10,224.429993,225.339996,222.960007,223.050003,741700,218.208084
2014-12-09,225.100006,225.220001,222.270004,224.470001,949600,219.597257
2014-12-08,224.350006,227.089996,223.25,225.839996,555300,220.937513
2014-12-05,224.979996,228.789993,223.850006,224.770004,790300,219.890748
2014-12-04,226.559998,227.710007,225.25,227.050003,563700,222.121253
2014-12-03,224.279999,226.559998,223.759995,226.330002,694800,221.416881
2014-12-02,224.509995,225.869995,223.479996,224.729996,559200,219.851608
2014-12-01,226.009995,226.100006,223.229996,223.820007,544300,218.961373
2014-11-28,221.949997,226.660004,220.369995,225.990005,544000,221.084266
2014-11-26,220.00,221.100006,219.160004,220.820007,557100,216.026497
2014-11-25,221.270004,222.389999,219.550003,221.080002,566100,216.280847
2014-11-24,220.830002,223.190002,219.399994,221.720001,795900,216.906954
2014-11-21,221.25,222.240005,219.380005,220.289993,670800,215.507988
2014-11-20,219.50,220.919998,219.00,219.850006,532500,215.077552
2014-11-19,221.029999,221.240005,219.100006,220.720001,494300,215.928661
2014-11-18,222.199997,223.509995,219.830002,219.949997,663500,215.175372
2014-11-17,221.559998,224.240005,221.119995,222.199997,452400,217.37653
2014-11-14,222.649994,223.360001,221.320007,222.559998,692700,217.728716
2014-11-13,221.850006,223.550003,220.550003,223.210007,798400,218.364615
2014-11-12,221.160004,222.00,220.389999,221.199997,843600,216.398238
2014-11-11,219.229996,221.449997,219.080002,221.240005,638000,216.437378
2014-11-10,218.00,219.449997,214.350006,219.330002,783900,214.568836
2014-11-07,220.460007,220.460007,218.25,218.539993,745500,213.795977
2014-11-06,216.190002,220.25,216.190002,219.919998,892600,215.146025
2014-11-05,218.339996,219.960007,216.240005,217.419998,1233100,212.700294
2014-11-04,210.160004,217.720001,208.449997,217.520004,1578000,212.798129
2014-11-03,208.449997,211.149994,208.449997,209.789993,1127000,205.23592
2014-10-31,204.570007,208.300003,204.570007,208.289993,720300,203.768481
2014-10-30,205.259995,206.100006,202.600006,203.729996,590700,199.307471
2014-10-29,204.979996,206.270004,203.100006,205.929993,481800,201.459711
2014-10-28,205.830002,206.600006,203.679993,205.410004,458000,200.95101
2014-10-27,206.509995,207.190002,203.929993,205.669998,424700,201.20536
2014-10-24,203.360001,206.729996,203.25,206.589996,704800,202.105388
2014-10-23,200.240005,203.389999,199.460007,203.139999,683600,198.730282
2014-10-22,198.880005,200.169998,196.869995,198.729996,503800,194.41601
2014-10-21,200.800003,201.190002,197.690002,199.50,946900,195.169299
2014-10-20,197.389999,200.220001,196.25,199.880005,632100,195.541055
2014-10-17,198.710007,199.860001,195.149994,196.610001,1079900,192.342035
2014-10-16,198.669998,202.800003,197.25,197.679993,1108600,193.3888
2014-10-15,199.039993,203.779999,196.25,202.880005,1191300,198.475932
2014-10-14,198.559998,202.440002,198.419998,201.070007,939600,196.705225
2014-10-13,203.380005,204.350006,198.580002,198.660004,1495100,194.347537
2014-10-10,203.649994,208.199997,201.770004,203.600006,1516700,199.180303
2014-10-09,201.00,203.800003,200.809998,203.009995,1704100,198.6031
2014-10-08,197.720001,201.399994,197.25,201.339996,798900,196.969353
2014-10-07,199.660004,199.940002,196.360001,196.360001,593100,192.097462
2014-10-06,199.25,201.880005,198.910004,199.100006,957000,194.777988
2014-10-03,198.470001,200.00,197.00,198.419998,744800,194.112742
2014-10-02,195.679993,199.160004,195.339996,197.729996,991400,193.437718
2014-10-01,195.050003,195.330002,193.419998,194.080002,689800,189.866957
2014-09-30,195.690002,196.190002,194.100006,195.050003,556600,190.815902
2014-09-29,195.259995,195.770004,194.309998,195.199997,640200,190.96264
2014-09-26,195.630005,197.00,194.449997,196.470001,556300,192.205075
2014-09-25,198.600006,199.240005,195.139999,195.630005,664900,191.383313
2014-09-24,199.339996,200.149994,198.210007,199.050003,784700,194.729071
2014-09-23,200.059998,201.570007,198.940002,199.509995,561200,195.179077
2014-09-22,203.649994,203.779999,199.880005,200.759995,726300,196.401942
2014-09-19,205.039993,205.039993,202.309998,203.800003,874900,199.375959
2014-09-18,202.449997,205.130005,202.029999,204.050003,1429100,199.620532
2014-09-17,197.089996,202.119995,196.800003,201.830002,1720300,197.448722
2014-09-16,194.300003,197.690002,193.330002,196.809998,829100,192.537691
2014-09-15,194.039993,196.00,193.539993,195.559998,1322700,191.314825
2014-09-12,189.669998,197.050003,189.369995,194.679993,1373700,190.453924
2014-09-11,189.50,190.460007,188.559998,190.339996,748300,185.572255
2014-09-10,188.25,190.690002,187.529999,190.25,930700,185.484513
2014-09-09,187.289993,189.610001,186.639999,187.160004,841100,182.471916
2014-09-08,186.00,188.160004,186.00,187.440002,646600,182.744901
2014-09-05,185.50,186.789993,184.270004,186.669998,876900,181.994185
2014-09-04,184.610001,187.350006,184.610001,185.619995,661400,180.970483
2014-09-03,188.880005,189.800003,184.940002,185.339996,649500,180.697497
2014-09-02,189.949997,190.119995,187.160004,188.300003,604600,183.58336
2014-08-29,189.089996,190.00,188.470001,189.00,574600,184.265823
2014-08-28,187.490005,189.020004,187.419998,188.690002,676100,183.963591
2014-08-27,189.679993,190.25,186.669998,188.169998,799900,183.456612
2014-08-26,189.330002,190.080002,188.570007,189.389999,856300,184.646054
2014-08-25,189.979996,190.179993,189.179993,189.570007,588900,184.821553
2014-08-22,187.979996,189.860001,187.789993,189.100006,487400,184.363324
2014-08-21,186.919998,188.649994,185.520004,188.570007,930800,183.846601
2014-08-20,185.529999,187.229996,185.360001,186.910004,729100,182.228178
2014-08-19,189.669998,189.839996,185.279999,185.690002,1095000,181.038736
2014-08-18,189.139999,190.270004,189.080002,190.00,638400,185.240775
2014-08-15,189.929993,189.929993,186.699997,187.600006,709700,182.900897
2014-08-14,188.389999,189.490005,188.149994,189.309998,538800,184.568056
2014-08-13,188.139999,189.039993,186.990005,187.720001,601600,183.017887
2014-08-12,188.440002,189.630005,186.720001,187.839996,528500,183.134876
2014-08-11,192.240005,193.00,189.080002,189.350006,702000,184.607062
2014-08-08,189.00,191.570007,187.350006,191.350006,1026200,186.556965
2014-08-07,192.779999,193.029999,186.070007,188.350006,1455900,183.632111
2014-08-06,190.830002,194.740005,190.369995,192.220001,787000,187.405168
2014-08-05,192.740005,192.949997,191.160004,191.160004,806800,186.371722
2014-08-04,192.740005,194.470001,191.910004,193.949997,691600,189.09183
2014-08-01,192.009995,193.330002,190.509995,192.179993,776100,187.366162
2014-07-31,195.330002,196.229996,192.160004,192.220001,888100,187.405168
2014-07-30,196.550003,196.800003,194.830002,196.070007,721000,191.158737
2014-07-29,196.220001,198.589996,195.080002,195.389999,951800,190.495762
2014-07-28,196.330002,197.149994,194.059998,195.990005,1161700,191.080739
2014-07-25,195.960007,197.529999,195.679993,196.740005,1085100,191.811953
2014-07-24,197.429993,197.429993,195.440002,195.960007,1025200,191.051492
2014-07-23,198.410004,199.169998,195.779999,197.520004,1001000,192.572414
2014-07-22,194.470001,199.210007,194.25,198.979996,1344900,193.995835
2014-07-21,193.050003,196.720001,192.559998,196.429993,1114500,191.509705
2014-07-18,191.600006,196.740005,191.100006,194.360001,1701800,189.491564
2014-07-17,188.110001,191.440002,188.110001,191.220001,1298000,186.430217
2014-07-16,187.740005,189.259995,187.740005,188.830002,956100,184.100083
2014-07-15,186.100006,188.490005,185.809998,187.550003,764700,182.852147
2014-07-14,185.960007,187.520004,185.039993,186.509995,656200,181.838189
2014-07-11,183.559998,184.649994,182.809998,184.399994,1297000,179.781041
2014-07-10,184.770004,185.389999,182.399994,183.449997,773700,178.85484
2014-07-09,185.50,187.130005,184.279999,186.910004,801200,182.228178
2014-07-08,189.25,189.25,184.570007,185.389999,961500,180.746248
2014-07-07,190.300003,190.300003,188.449997,189.410004,563900,184.665557
2014-07-03,188.479996,190.970001,188.479996,190.289993,514500,185.523504
2014-07-02,186.490005,188.149994,185.699997,187.720001,856900,183.017887
2014-07-01,189.839996,190.669998,186.169998,186.320007,927700,181.652961
2014-06-30,188.309998,190.110001,188.039993,188.899994,830600,184.168322
2014-06-27,188.410004,189.899994,185.699997,187.929993,971800,183.222618
2014-06-26,187.630005,189.470001,187.479996,189.25,568600,184.509561
2014-06-25,190.25,191.179993,187.169998,187.929993,1051100,183.222618
2014-06-24,194.110001,195.080002,189.710007,190.179993,1866900,185.416259
2014-06-23,194.740005,198.479996,193.619995,198.190002,648400,193.225629
2014-06-20,197.929993,197.929993,193.369995,194.860001,1243300,189.979039
2014-06-19,203.00,203.00,194.619995,196.960007,962700,192.026443
2014-06-18,194.25,198.889999,193.919998,198.179993,1069800,193.21587
2014-06-17,192.610001,195.240005,191.729996,194.660004,840900,189.784052
2014-06-16,193.449997,194.190002,191.479996,192.520004,496800,187.697657
2014-06-13,191.970001,193.630005,191.300003,193.259995,730300,188.419111
2014-06-12,187.600006,193.119995,187.320007,192.020004,1077300,187.210181
2014-06-11,189.990005,189.990005,187.00,188.339996,776400,182.988625
2014-06-10,188.059998,190.410004,188.00,190.119995,1090000,184.718048
2014-06-09,189.509995,191.25,188.639999,188.910004,976000,183.542437
2014-06-06,191.00,191.419998,189.160004,190.050003,599200,184.650045
2014-06-05,192.619995,192.779999,188.229996,190.419998,1345200,185.009527
2014-06-04,193.949997,194.919998,191.600006,192.839996,954200,187.360765
2014-06-03,194.029999,196.630005,193.759995,194.800003,775100,189.265081
2014-06-02,197.00,197.089996,193.309998,194.190002,671600,188.672413
2014-05-30,195.00,197.570007,194.570007,196.399994,841500,190.819611
2014-05-29,196.869995,196.869995,194.350006,195.00,646200,189.459396
2014-05-28,196.800003,196.929993,194.149994,195.800003,568600,190.236668
2014-05-27,193.50,198.610001,192.589996,197.389999,829300,191.781487
2014-05-23,193.610001,193.610001,190.869995,192.669998,577700,187.195597
2014-05-22,191.949997,194.970001,191.220001,193.850006,578400,188.342077
2014-05-21,188.639999,192.699997,188.029999,192.190002,689900,186.72924
2014-05-20,191.330002,191.470001,187.220001,187.880005,859600,182.541704
2014-05-19,187.210007,191.759995,186.919998,191.559998,734700,186.117135
2014-05-16,189.070007,189.529999,187.100006,188.509995,976500,183.153793
2014-05-15,191.199997,191.830002,187.240005,189.070007,1275000,183.697894
2014-05-14,190.820007,192.029999,189.130005,191.830002,748000,186.379468
2014-05-13,191.210007,191.960007,189.929993,190.820007,605000,185.398171
2014-05-12,188.639999,191.669998,188.639999,191.360001,1072900,185.922821
2014-05-09,191.869995,192.300003,186.899994,188.229996,2796400,182.88175
2014-05-08,198.25,198.25,190.839996,192.139999,3160600,186.680657
2014-05-07,198.669998,202.089996,197.559998,201.75,1010500,196.017606
2014-05-06,201.149994,201.660004,197.910004,198.210007,733700,192.578195
2014-05-05,201.75,202.830002,199.289993,202.270004,571800,196.522835
2014-05-02,205.839996,207.00,202.100006,202.300003,626100,196.551981
2014-05-01,204.779999,206.00,203.520004,205.479996,533000,199.64162
2014-04-30,203.580002,204.940002,201.610001,204.440002,642400,198.631176
2014-04-29,202.559998,203.800003,201.080002,203.350006,680200,197.57215
2014-04-28,203.089996,203.240005,199.639999,201.589996,901600,195.862148
2014-04-25,205.330002,205.75,201.929993,202.449997,766100,196.697713
2014-04-24,204.449997,206.229996,202.699997,205.770004,824200,199.923388
2014-04-23,203.729996,206.070007,201.229996,204.289993,1048300,198.485429
2014-04-22,200.380005,204.850006,198.800003,203.830002,814300,198.038508
2014-04-21,197.899994,200.690002,196.289993,200.589996,530100,194.890561
2014-04-17,197.559998,198.919998,195.860001,198.270004,632900,192.636488
2014-04-16,194.600006,198.389999,193.949997,198.029999,1023500,192.403302
2014-04-15,191.550003,196.720001,191.259995,193.850006,1073800,188.342077
2014-04-14,189.699997,192.130005,188.779999,191.520004,866200,186.078278
2014-04-11,189.089996,191.190002,188.300003,189.130005,842800,183.756187
2014-04-10,192.830002,193.910004,189.089996,190.509995,942500,185.096966
2014-04-09,192.050003,194.160004,191.470001,192.699997,733800,187.224743
2014-04-08,192.580002,193.979996,190.220001,191.919998,1001600,186.466907
2014-04-07,196.460007,196.75,192.179993,192.270004,1385900,186.806968
2014-04-04,202.339996,203.339996,196.419998,196.550003,1415800,190.965358
2014-04-03,204.539993,205.229996,200.580002,202.179993,1544300,196.435381
2014-04-02,193.440002,201.399994,193.440002,200.289993,1642800,194.599083
2014-04-01,197.589996,198.050003,192.240005,193.139999,1761300,187.652244
2014-03-31,196.679993,201.110001,196.380005,197.830002,1832300,192.208988
2014-03-28,199.919998,200.270004,195.339996,196.169998,1295100,190.59615
2014-03-27,199.860001,200.50,195.539993,199.419998,1077200,193.753807
2014-03-26,200.339996,202.240005,199.309998,199.470001,847500,193.802389
2014-03-25,204.220001,204.979996,199.710007,199.979996,1275100,194.297893
2014-03-24,203.419998,205.169998,203.419998,203.770004,968000,197.980215
2014-03-21,206.199997,207.75,203.850006,203.850006,2234500,198.057943
2014-03-20,204.050003,205.429993,201.940002,203.410004,909600,197.630443
2014-03-19,205.770004,206.630005,202.830002,203.479996,1022600,197.698446
2014-03-18,209.160004,209.160004,205.649994,205.940002,823600,200.088556
2014-03-17,206.00,209.50,205.759995,209.160004,696500,203.217066
2014-03-14,204.020004,206.00,203.00,204.929993,785600,199.107244
2014-03-13,209.169998,209.509995,203.440002,204.050003,703600,198.252258
2014-03-12,207.949997,209.419998,206.039993,209.139999,568700,202.566105
2014-03-11,211.899994,211.899994,207.690002,208.449997,689600,201.897791
2014-03-10,212.600006,212.830002,209.570007,210.279999,598600,203.67027
2014-03-07,215.729996,216.210007,212.039993,212.639999,945300,205.956089
2014-03-06,214.550003,219.339996,214.550003,214.970001,1032500,208.212852
2014-03-05,214.580002,216.080002,212.669998,213.899994,737400,207.176478
2014-03-04,211.520004,215.389999,211.270004,214.919998,555700,208.164421
2014-03-03,207.410004,210.619995,206.710007,209.979996,773700,203.379697
2014-02-28,209.270004,211.720001,207.690002,208.839996,748000,202.275532
2014-02-27,213.460007,213.460007,206.25,209.080002,875100,202.507993
2014-02-26,215.229996,215.270004,208.669998,208.889999,1066700,202.323963
2014-02-25,214.649994,217.210007,213.289993,214.229996,692100,207.496107
2014-02-24,212.669998,216.399994,212.270004,215.320007,686000,208.551856
2014-02-21,211.369995,213.929993,210.080002,212.910004,952000,206.217606
2014-02-20,212.410004,213.330002,209.649994,210.25,667100,203.641215
2014-02-19,215.470001,216.380005,211.580002,211.779999,837000,205.123121
2014-02-18,214.880005,218.449997,214.850006,216.949997,810000,210.130611
2014-02-14,216.25,217.00,213.220001,214.850006,689500,208.096629
2014-02-13,216.460007,219.830002,215.740005,216.910004,711700,210.091874
2014-02-12,216.550003,218.75,213.470001,217.410004,1171600,210.576158
2014-02-11,213.399994,216.990005,212.110001,216.479996,1279800,209.675383
2014-02-10,215.600006,216.899994,211.270004,212.110001,1437000,205.44275
2014-02-07,210.179993,216.300003,210.179993,215.529999,1216800,208.755247
2014-02-06,208.110001,210.580002,207.380005,210.419998,816400,203.805869
2014-02-05,208.679993,210.509995,205.00,207.559998,711800,201.035767
2014-02-04,203.119995,209.00,202.899994,208.869995,1045100,202.304587
2014-02-03,208.179993,208.580002,203.00,203.449997,1191300,197.054956
2014-01-31,205.600006,210.25,205.600006,208.789993,828400,202.2271
2014-01-30,201.009995,209.550003,201.009995,209.300003,581800,202.721079
2014-01-29,203.039993,207.630005,203.039993,204.779999,836900,198.343152
2014-01-28,209.00,209.00,204.00,206.899994,801100,200.396509
2014-01-27,208.229996,208.229996,202.610001,203.160004,1426300,196.774078
2014-01-24,206.00,207.020004,204.339996,204.360001,1312400,197.936356
2014-01-23,208.149994,208.990005,205.979996,206.889999,1036400,200.386829
2014-01-22,209.160004,210.979996,207.369995,209.979996,1162800,203.379697
2014-01-21,208.380005,212.330002,207.619995,208.00,1548600,201.461939
2014-01-17,209.020004,210.309998,206.029999,206.869995,1713600,200.367453
2014-01-16,208.800003,212.660004,208.100006,209.330002,1396100,202.750135
2014-01-15,219.710007,219.990005,208.320007,210.880005,3625200,204.251417
2014-01-14,221.059998,221.330002,218.279999,219.800003,984400,212.891033
2014-01-13,225.00,225.559998,220.009995,220.509995,620900,213.578707
2014-01-10,226.449997,227.380005,224.050003,225.330002,601500,218.247207
2014-01-09,227.940002,228.860001,227.00,227.529999,543000,220.378051
2014-01-08,227.169998,228.210007,224.990005,227.009995,647900,219.874392
2014-01-07,228.839996,229.50,226.050003,227.820007,856600,220.658944
2014-01-06,226.899994,228.820007,226.009995,226.460007,671700,219.341692
2014-01-03,224.600006,226.960007,224.470001,225.880005,972800,218.779922
2014-01-02,224.160004,225.490005,222.149994,224.600006,766700,217.540157
2013-12-31,223.50,225.889999,222.449997,224.919998,442200,217.850091
2013-12-30,225.380005,225.699997,221.889999,223.520004,343600,216.494103
2013-12-27,224.679993,225.630005,223.619995,224.740005,437200,217.675756
2013-12-26,226.229996,227.070007,224.080002,224.860001,349200,217.791979
2013-12-24,226.009995,226.080002,223.770004,226.009995,280800,218.905825
2013-12-23,226.570007,226.660004,223.910004,226.059998,774000,218.954257
2013-12-20,223.00,225.740005,222.110001,224.460007,2514700,217.404558
2013-12-19,225.00,225.880005,222.059998,222.630005,846200,215.632079
2013-12-18,221.580002,225.699997,219.770004,225.149994,1468600,218.072857
2013-12-17,222.289993,223.160004,219.789993,222.220001,1167400,215.234963
2013-12-16,221.00,222.389999,220.110001,221.839996,1019100,214.866903
2013-12-13,218.830002,221.25,218.570007,220.440002,931600,213.510915
2013-12-12,216.860001,219.490005,215.770004,217.830002,1396100,210.982954
2013-12-11,218.259995,220.070007,216.690002,218.50,1069800,211.002318
2013-12-10,217.289993,218.089996,215.940002,216.770004,526400,209.331686
2013-12-09,216.240005,219.020004,215.720001,217.369995,746800,209.911088
2013-12-06,214.380005,218.50,213.50,218.199997,974200,210.712609
2013-12-05,211.770004,213.380005,210.949997,212.649994,1202400,205.353051
2013-12-04,211.039993,213.679993,210.369995,212.300003,602200,205.01507
2013-12-03,214.149994,214.419998,212.130005,212.710007,844100,205.411004
2013-12-02,213.830002,215.960007,212.660004,214.889999,888500,207.516192
2013-11-29,215.00,215.289993,213.119995,213.289993,204700,205.971089
2013-11-27,213.940002,215.630005,212.710007,214.419998,458600,207.062319
2013-11-26,216.00,216.630005,213.279999,213.279999,1276000,205.961438
2013-11-25,217.880005,218.050003,215.600006,216.320007,656600,208.89713
2013-11-22,215.710007,218.130005,214.880005,217.410004,924700,209.949724
2013-11-21,215.199997,216.039993,213.070007,215.710007,1440600,208.308061
2013-11-20,206.949997,213.229996,206.00,213.070007,1678300,205.758652
2013-11-19,203.589996,207.839996,203.589996,206.419998,1796300,199.336833
2013-11-18,204.330002,204.520004,201.270004,203.169998,939900,196.198355
2013-11-15,199.00,203.440002,199.00,202.360001,799800,195.416152
2013-11-14,200.50,200.570007,196.75,199.160004,850100,192.325961
2013-11-13,198.190002,201.419998,197.800003,199.839996,762600,192.98262
2013-11-12,202.410004,203.179993,197.800003,197.800003,1884900,191.012628
2013-11-11,204.199997,205.800003,202.289993,202.720001,352500,195.763799
2013-11-08,200.289993,205.25,200.289993,204.199997,679800,197.19301
2013-11-07,199.800003,202.440002,198.940002,200.330002,1301200,193.455811
2013-11-06,198.809998,199.960007,197.00,199.800003,772900,192.943999
2013-11-05,198.770004,200.869995,195.460007,197.970001,1005500,191.176792
2013-11-04,195.509995,196.059998,192.210007,193.839996,698700,187.188506
2013-11-01,194.679993,196.309998,193.059998,195.350006,713700,188.646701
2013-10-31,191.460007,194.089996,191.389999,192.729996,846500,186.116594
2013-10-30,193.050003,193.809998,190.470001,190.600006,905400,184.059694
2013-10-29,193.610001,195.190002,191.779999,192.850006,1023000,186.232487
2013-10-28,196.320007,196.320007,192.789993,193.809998,603200,187.159536
2013-10-25,196.399994,197.059998,195.25,196.00,432400,189.27439
2013-10-24,196.080002,196.830002,195.279999,196.199997,503200,189.467525
2013-10-23,197.100006,197.100006,194.850006,195.940002,736800,189.216452
2013-10-22,197.479996,198.460007,195.759995,197.470001,393000,190.69395
2013-10-21,198.419998,198.419998,196.570007,197.25,394800,190.481498
2013-10-18,197.080002,198.529999,195.970001,198.220001,637200,191.418214
2013-10-17,194.990005,197.600006,194.139999,197.25,510200,190.481498
2013-10-16,195.729996,197.479996,194.440002,195.509995,366900,188.801199
2013-10-15,194.729996,196.039993,193.419998,194.119995,484200,187.458897
2013-10-14,193.889999,196.210007,193.110001,195.660004,289100,188.946061
2013-10-11,192.570007,195.259995,192.199997,194.679993,599100,187.999678
2013-10-10,190.660004,194.699997,190.009995,193.160004,855900,186.531847
2013-10-09,189.899994,191.199997,187.350006,188.960007,944600,182.47597
2013-10-08,192.50,193.699997,187.679993,189.660004,1097100,183.151947
2013-10-07,192.00,194.339996,191.539993,193.00,688600,186.377333
2013-10-04,188.710007,193.779999,187.880005,193.649994,1190400,187.005023
2013-10-03,183.889999,188.520004,183.779999,188.029999,1158100,181.577875
2013-10-02,182.580002,184.110001,179.100006,184.110001,1174100,177.792388
2013-10-01,181.089996,184.229996,180.820007,183.929993,708500,177.618557
2013-09-30,179.470001,181.759995,178.410004,181.419998,553100,175.194692
2013-09-27,178.850006,182.00,178.429993,181.279999,379800,175.059496
2013-09-26,179.259995,180.779999,178.610001,179.919998,390300,173.746163
2013-09-25,180.910004,181.619995,178.600006,178.899994,559200,172.76116
2013-09-24,180.770004,182.190002,179.839996,180.690002,402600,174.489745
2013-09-23,181.300003,181.729996,179.600006,181.139999,358700,174.924301
2013-09-20,183.169998,184.949997,181.550003,182.130005,638000,175.880335
2013-09-19,182.00,183.160004,181.029999,182.970001,579900,176.691507
2013-09-18,181.929993,182.300003,180.770004,181.720001,548600,175.4844
2013-09-17,181.690002,182.320007,181.089996,181.600006,586100,175.368523
2013-09-16,182.389999,182.729996,180.690002,181.070007,557300,174.856711
2013-09-13,180.75,180.990005,178.419998,180.529999,563600,174.335232
2013-09-12,181.309998,181.970001,179.649994,180.00,537700,173.82342
2013-09-11,180.949997,181.720001,180.130005,181.550003,476700,175.320236
2013-09-10,182.50,182.970001,180.910004,181.00,666500,174.789105
2013-09-09,179.039993,181.460007,179.039993,181.429993,692500,175.204343
2013-09-06,181.949997,182.020004,177.259995,179.389999,827900,173.234351
2013-09-05,182.669998,183.229996,180.860001,181.00,637200,174.789105
2013-09-04,181.559998,183.600006,179.449997,182.949997,507600,176.67219
2013-09-03,182.229996,183.979996,180.820007,181.669998,516600,175.436113
