Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,150.289993,150.589996,147.360001,147.740005,1159000,146.339906
2015-02-05,153.50,153.910004,149.639999,150.360001,1203700,148.935072
2015-02-04,148.169998,152.880005,145.270004,150.539993,1784300,149.113359
2015-02-03,145.960007,148.75,144.369995,148.580002,1241400,147.171942
2015-02-02,146.880005,147.110001,143.440002,145.979996,1538800,144.596575
2015-01-30,148.020004,149.649994,145.960007,146.440002,1005800,145.052223
2015-01-29,149.00,149.960007,146.199997,149.619995,915300,148.202079
2015-01-28,151.600006,152.300003,148.490005,148.910004,982100,147.498816
2015-01-27,151.050003,152.050003,150.050003,150.75,634100,149.321375
2015-01-26,150.970001,152.309998,148.899994,152.00,822700,150.559529
2015-01-23,153.940002,155.300003,151.369995,151.470001,659400,150.034553
2015-01-22,153.710007,154.460007,151.600006,153.649994,988800,152.193887
2015-01-21,149.429993,154.380005,149.130005,153.279999,1642900,151.827398
2015-01-20,150.860001,151.119995,146.990005,148.970001,1659000,147.558245
2015-01-16,147.830002,150.059998,146.830002,149.940002,816300,148.519054
2015-01-15,147.899994,149.759995,147.449997,147.919998,882400,146.518193
2015-01-14,145.25,147.729996,144.490005,147.550003,945600,146.151704
2015-01-13,147.25,149.220001,145.779999,146.839996,794100,145.448426
2015-01-12,146.660004,147.699997,144.869995,145.509995,788100,144.131028
2015-01-09,147.339996,148.059998,146.570007,146.75,1221300,145.359282
2015-01-08,143.619995,148.389999,143.619995,147.830002,1350000,146.429049
2015-01-07,139.729996,142.240005,139.729996,141.729996,877400,140.386852
2015-01-06,140.210007,141.490005,137.449997,139.089996,1770100,137.771871
2015-01-05,141.690002,142.759995,138.690002,139.199997,1686700,137.880829
2015-01-02,144.949997,146.509995,141.389999,142.990005,982800,141.634921
2014-12-31,145.809998,148.139999,143.479996,143.630005,662700,142.268855
2014-12-30,144.350006,146.139999,144.149994,145.770004,689400,144.388574
2014-12-29,144.75,145.429993,143.050003,144.479996,536000,143.11079
2014-12-26,145.119995,145.740005,144.309998,145.070007,693700,143.417863
2014-12-24,145.160004,145.229996,144.190002,144.380005,267300,142.735719
2014-12-23,147.490005,148.039993,143.740005,144.690002,1300900,143.042186
2014-12-22,146.240005,147.860001,146.229996,146.339996,1188500,144.673389
2014-12-19,149.839996,151.520004,146.419998,146.470001,2094000,144.801913
2014-12-18,144.809998,149.089996,143.369995,149.070007,1393800,147.372309
2014-12-17,141.210007,144.470001,141.210007,143.330002,1194700,141.697674
2014-12-16,142.710007,145.600006,141.00,141.149994,1409100,139.542493
2014-12-15,144.00,144.539993,141.009995,143.080002,1051800,141.450521
2014-12-12,141.720001,146.00,141.649994,143.600006,1421400,141.964603
2014-12-11,141.669998,144.490005,141.669998,142.479996,777200,140.857348
2014-12-10,142.25,142.789993,140.399994,141.440002,1333100,139.829199
2014-12-09,142.229996,143.919998,142.020004,143.449997,699700,141.816302
2014-12-08,143.970001,145.259995,143.759995,144.570007,1121100,142.923557
2014-12-05,141.619995,145.759995,141.470001,144.320007,2356100,142.676405
2014-12-04,141.119995,141.580002,139.520004,141.119995,983000,139.512836
2014-12-03,141.119995,144.300003,140.559998,141.710007,1475400,140.096128
2014-12-02,138.360001,140.220001,137.179993,140.119995,1041500,138.524225
2014-12-01,137.649994,140.619995,137.259995,139.080002,1114800,137.496075
2014-11-28,137.539993,138.979996,137.449997,137.970001,814500,136.398716
2014-11-26,138.179993,138.690002,136.669998,137.490005,806200,135.924187
2014-11-25,139.839996,140.919998,137.630005,137.690002,1667400,136.121906
2014-11-24,137.300003,140.460007,136.710007,139.839996,1388800,138.247415
2014-11-21,137.50,137.789993,136.020004,136.419998,1118200,134.866365
2014-11-20,136.119995,136.710007,135.380005,136.199997,982600,134.64887
2014-11-19,139.020004,139.440002,136.169998,136.559998,1041000,135.00477
2014-11-18,137.910004,140.759995,137.559998,139.289993,1114700,137.703675
2014-11-17,136.00,138.089996,135.570007,137.470001,721900,135.90441
2014-11-14,138.110001,138.429993,135.410004,135.770004,1179800,134.223774
2014-11-13,137.490005,139.300003,136.960007,138.410004,1485700,136.833708
2014-11-12,136.089996,137.75,134.440002,137.25,1376100,135.686915
2014-11-11,132.949997,136.589996,132.949997,136.440002,1411100,134.886142
2014-11-10,131.509995,133.210007,131.160004,132.460007,2620300,130.951473
2014-11-07,131.399994,135.75,129.309998,130.580002,5468300,129.092878
2014-11-06,139.059998,140.649994,138.729996,139.869995,1395500,138.277072
2014-11-05,139.449997,139.940002,137.130005,138.940002,1582000,137.35767
2014-11-04,138.50,139.649994,137.220001,137.75,1138300,136.18122
2014-11-03,139.00,139.75,137.639999,138.479996,818000,136.902902
2014-10-31,138.929993,139.869995,138.309998,138.850006,1219100,137.268699
2014-10-30,134.509995,138.00,134.509995,137.179993,847500,135.617705
2014-10-29,135.00,136.600006,134.259995,134.949997,741500,133.413105
2014-10-28,131.139999,134.910004,130.509995,134.729996,806800,133.19561
2014-10-27,133.100006,133.710007,132.440002,132.729996,1092600,131.218387
2014-10-24,132.720001,133.160004,131.619995,133.110001,610000,131.594064
2014-10-23,132.880005,133.380005,132.25,132.630005,727300,131.119535
2014-10-22,133.75,133.779999,131.100006,131.470001,1497800,129.972742
2014-10-21,131.440002,133.779999,130.240005,133.270004,924300,131.752246
2014-10-20,128.139999,130.169998,128.100006,130.100006,868400,128.618349
2014-10-17,126.779999,128.539993,125.660004,128.229996,1004500,126.769636
2014-10-16,122.959999,129.479996,122.959999,125.730003,1668200,124.298115
2014-10-15,122.75,124.830002,121.040001,124.169998,1340100,122.755876
2014-10-14,125.07,125.07,122.330002,124.199997,1338200,122.785533
2014-10-13,126.300003,128.399994,124.510002,124.629997,1135700,123.210636
2014-10-10,125.370003,127.870003,125.169998,126.389999,1536200,124.950594
2014-10-09,127.349998,128.460007,124.699997,125.029999,1024200,123.606082
2014-10-08,125.209999,127.459999,124.910004,127.419998,1123600,125.968863
2014-10-07,125.900002,126.660004,124.68,124.730003,1351700,123.309503
2014-10-06,129.820007,130.449997,126.230003,126.239998,1171100,124.802301
2014-10-03,128.089996,129.570007,127.470001,128.919998,982600,127.45178
2014-10-02,127.099998,128.210007,125.900002,127.150002,1323300,125.701941
2014-10-01,130.279999,130.600006,127.489998,127.989998,1312300,126.532371
2014-09-30,132.00,132.25,130.289993,130.289993,1069200,128.806173
2014-09-29,130.630005,132.149994,130.419998,131.899994,700500,130.397838
2014-09-26,131.919998,132.179993,130.449997,131.729996,662100,130.229776
2014-09-25,134.570007,134.570007,131.009995,131.279999,1573100,129.508098
2014-09-24,132.169998,135.759995,132.169998,135.509995,838500,133.681001
2014-09-23,134.190002,134.479996,131.869995,132.350006,1278000,130.563663
2014-09-22,134.149994,135.860001,134.149994,134.779999,1543200,132.960858
2014-09-19,133.970001,135.100006,133.190002,134.910004,1234300,133.089108
2014-09-18,133.020004,134.00,132.570007,133.179993,798600,131.382447
2014-09-17,132.600006,133.509995,131.729996,132.520004,1945300,130.731367
2014-09-16,128.279999,132.479996,127.720001,132.369995,1514300,130.583382
2014-09-15,128.179993,128.880005,127.57,127.660004,549200,125.936962
2014-09-12,129.710007,129.970001,127.830002,128.259995,565800,126.528855
2014-09-11,128.679993,129.619995,127.279999,129.399994,834400,127.653467
2014-09-10,131.050003,131.050003,128.050003,128.960007,864900,127.219419
2014-09-09,129.470001,131.149994,128.929993,130.449997,1031100,128.689298
2014-09-08,129.00,130.229996,128.50,129.550003,1030500,127.801452
2014-09-05,127.110001,130.039993,126.68,129.199997,1186200,127.45617
2014-09-04,127.349998,129.75,126.510002,126.879997,1298000,125.167483
2014-09-03,128.229996,128.380005,127.18,127.25,1137100,125.532492
2014-09-02,129.149994,129.490005,126.660004,127.449997,2102400,125.72979
2014-08-29,127.93,129.589996,127.900002,128.740005,811400,127.002387
2014-08-28,126.870003,128.529999,126.580002,127.639999,801800,125.917228
2014-08-27,124.910004,127.639999,124.879997,127.32,923100,125.601547
2014-08-26,124.389999,125.480003,124.199997,125.050003,700300,123.362189
2014-08-25,123.830002,124.709999,123.300003,124.220001,570000,122.54339
2014-08-22,123.419998,123.849998,122.660004,123.190002,637200,121.527293
2014-08-21,122.889999,123.879997,122.849998,123.449997,693100,121.783778
2014-08-20,123.00,123.349998,122.110001,123.150002,432500,121.487832
2014-08-19,121.949997,123.349998,121.32,122.93,1060500,121.2708
2014-08-18,121.190002,122.099998,120.07,121.93,792400,120.284297
2014-08-15,120.349998,121.059998,118.940002,120.449997,1284000,118.82427
2014-08-14,120.110001,120.290001,119.440002,120.129997,1041400,118.508589
2014-08-13,117.660004,120.169998,117.489998,119.50,1279900,117.887095
2014-08-12,117.440002,118.239998,117.010002,117.660004,750700,116.071933
2014-08-11,118.110001,118.379997,117.050003,117.239998,908100,115.657596
2014-08-08,116.290001,118.330002,115.660004,118.110001,1094400,116.515856
2014-08-07,119.940002,119.940002,115.510002,115.970001,1697800,114.404741
2014-08-06,119.050003,121.209999,119.050003,120.07,800200,118.449401
2014-08-05,119.150002,120.099998,118.529999,119.510002,1784300,117.896962
2014-08-04,118.699997,120.769997,118.260002,120.360001,1279500,118.735488
2014-08-01,117.300003,119.110001,117.300003,118.800003,1466100,117.196546
2014-07-31,120.68,120.68,116.379997,117.650002,3028600,116.062066
2014-07-30,125.00,125.00,118.529999,120.339996,3908200,118.715754
2014-07-29,130.570007,130.979996,126.580002,127.519997,1621800,125.798845
2014-07-28,129.029999,131.089996,128.940002,130.929993,1121400,129.162816
2014-07-25,127.019997,129.820007,127.019997,128.550003,1361100,126.814949
2014-07-24,133.509995,134.380005,132.570007,132.899994,1081700,131.106228
2014-07-23,133.910004,134.210007,132.50,133.059998,534200,131.264072
2014-07-22,133.389999,134.929993,133.240005,133.559998,707100,131.757323
2014-07-21,131.789993,133.210007,130.899994,133.020004,802200,131.224618
2014-07-18,131.429993,132.899994,130.75,132.600006,837600,130.810289
2014-07-17,127.07,133.649994,127.07,131.169998,1779100,129.399582
2014-07-16,128.990005,128.990005,127.360001,127.43,676700,125.710063
2014-07-15,128.50,129.649994,125.239998,128.639999,979100,126.903731
2014-07-14,127.849998,128.979996,127.730003,128.50,1107400,126.765621
2014-07-11,127.07,127.790001,126.57,127.400002,506500,125.680469
2014-07-10,126.019997,127.68,125.860001,127.080002,669700,125.364789
2014-07-09,128.149994,128.949997,127.510002,127.699997,792700,125.976416
2014-07-08,127.580002,127.93,126.889999,127.410004,813400,125.690336
2014-07-07,129.899994,129.899994,128.039993,128.270004,905400,126.538729
2014-07-03,129.600006,130.419998,128.899994,130.210007,438900,128.452547
2014-07-02,128.850006,129.660004,127.209999,129.600006,1587600,127.85078
2014-07-01,128.220001,129.899994,127.940002,129.289993,1369100,127.544951
2014-06-30,127.25,129.360001,126.860001,127.720001,1008900,125.99615
2014-06-27,127.470001,127.989998,126.389999,127.410004,965600,125.690336
2014-06-26,128.850006,128.869995,126.190002,127.800003,613600,126.075072
2014-06-25,127.00,129.139999,127.00,128.949997,698300,126.933324
2014-06-24,127.07,128.00,127.029999,127.07,672600,125.082728
2014-06-23,127.239998,127.669998,126.669998,127.32,450400,125.328819
2014-06-20,126.120003,127.220001,125.410004,127.150002,1156900,125.161479
2014-06-19,124.910004,126.699997,124.529999,126.580002,640000,124.600394
2014-06-18,123.260002,124.989998,122.400002,124.860001,765000,122.907292
2014-06-17,123.209999,123.470001,122.360001,122.93,857900,121.007475
2014-06-16,124.779999,124.779999,122.870003,123.050003,987700,121.125601
2014-06-13,125.160004,125.339996,124.010002,124.660004,1044300,122.710423
2014-06-12,126.510002,126.839996,124.93,125.239998,879200,123.281346
2014-06-11,126.540001,127.169998,125.309998,126.889999,711800,124.905543
2014-06-10,124.919998,126.540001,124.199997,126.540001,657000,124.561018
2014-06-09,126.330002,126.989998,125.190002,125.379997,617100,123.419156
2014-06-06,125.580002,126.75,125.349998,126.379997,1125600,124.403517
2014-06-05,125.230003,125.230003,123.849998,124.349998,995600,122.405266
2014-06-04,124.650002,125.599998,124.029999,125.239998,1344700,123.281346
2014-06-03,124.910004,125.660004,123.839996,124.400002,1422200,122.454487
2014-06-02,124.959999,126.279999,124.470001,125.400002,1017900,123.438848
2014-05-30,124.720001,125.480003,123.379997,124.459999,1039100,122.513546
2014-05-29,124.889999,125.349998,123.550003,124.559998,814000,122.611981
2014-05-28,125.150002,125.980003,124.199997,124.32,670900,122.375736
2014-05-27,124.980003,126.440002,124.650002,125.25,1122800,123.291192
2014-05-23,123.779999,124.809998,123.029999,124.489998,1010000,122.543076
2014-05-22,122.410004,123.529999,121.389999,123.309998,1268700,121.38153
2014-05-21,121.389999,122.709999,121.209999,122.410004,847300,120.495611
2014-05-20,121.07,122.139999,119.989998,121.330002,1030100,119.432499
2014-05-19,118.779999,121.510002,118.779999,121.339996,1737400,119.442338
2014-05-16,119.68,120.239998,118.019997,119.00,1164100,117.138937
2014-05-15,119.809998,120.879997,117.809998,119.559998,1454600,117.690177
2014-05-14,121.989998,121.989998,119.699997,119.989998,1444000,118.113452
2014-05-13,123.629997,123.940002,121.879997,121.919998,1249800,120.013269
2014-05-12,120.190002,123.940002,120.18,123.620003,1707000,121.686687
2014-05-09,116.730003,120.089996,116.309998,120.040001,1293100,118.162673
2014-05-08,119.050003,119.120003,116.080002,116.720001,2055400,114.894595
2014-05-07,110.019997,119.860001,107.989998,119.050003,4073200,117.188158
2014-05-06,110.220001,111.00,109.690002,109.790001,2836000,108.072975
2014-05-05,108.739998,110.559998,108.160004,110.120003,1944100,108.397816
2014-05-02,109.550003,110.260002,108.699997,108.889999,1170500,107.187048
2014-05-01,110.519997,111.050003,109.019997,109.419998,1207000,107.708758
2014-04-30,109.32,112.220001,108.879997,109.75,1334200,108.033599
2014-04-29,109.540001,109.650002,108.43,109.050003,882000,107.34455
2014-04-28,109.540001,109.589996,107.910004,108.970001,1214200,107.265799
2014-04-25,108.32,109.400002,108.050003,109.18,901400,107.472514
2014-04-24,108.970001,109.809998,108.370003,108.82,1179400,107.118143
2014-04-23,107.449997,109.00,106.370003,107.870003,1341900,106.183004
2014-04-22,105.519997,108.349998,105.519997,107.879997,1559100,106.192842
2014-04-21,105.230003,106.239998,104.080002,105.379997,2237200,103.73194
2014-04-17,105.550003,107.18,103.889999,104.739998,3110500,103.10195
2014-04-16,110.129997,110.550003,108.18,108.800003,925700,107.09846
2014-04-15,109.519997,110.010002,108.18,109.650002,1268400,107.935165
2014-04-14,108.57,109.32,107.610001,109.25,1360400,107.541419
2014-04-11,108.470001,109.779999,107.900002,108.160004,1277000,106.468469
2014-04-10,113.809998,114.389999,109.209999,109.660004,2023700,107.94501
2014-04-09,111.669998,114.18,111.400002,113.900002,1514300,112.118698
2014-04-08,112.199997,113.129997,108.650002,111.269997,2467600,109.529824
2014-04-07,112.199997,114.07,111.75,112.00,1798100,110.248411
2014-04-04,114.360001,114.889999,111.75,112.209999,1653200,110.455126
2014-04-03,112.559998,114.139999,111.970001,114.089996,1260100,112.305722
2014-04-02,113.559998,113.559998,111.830002,112.169998,1337400,110.415751
2014-04-01,112.769997,115.010002,112.440002,113.269997,1503100,111.498546
2014-03-31,113.769997,113.879997,111.150002,112.720001,1267100,110.957152
2014-03-28,112.559998,113.949997,112.389999,113.080002,617800,111.311523
2014-03-27,113.099998,113.50,111.599998,112.059998,719000,110.30747
2014-03-26,114.82,115.080002,112.389999,112.93,813900,110.898087
2014-03-25,113.75,115.790001,113.389999,114.199997,923000,112.145233
2014-03-24,117.199997,117.629997,113.760002,113.790001,1714600,111.742614
2014-03-21,119.68,119.809998,116.970001,116.989998,2034800,114.885035
2014-03-20,116.949997,119.93,116.809998,118.779999,1702900,116.642829
2014-03-19,113.529999,117.510002,113.370003,116.959999,2083500,114.855576
2014-03-18,111.419998,113.699997,111.419998,113.449997,1005800,111.408728
2014-03-17,109.949997,112.00,109.889999,111.540001,861100,109.533098
2014-03-14,109.720001,110.580002,109.209999,109.489998,3355800,107.51998
2014-03-13,111.169998,111.260002,109.459999,109.620003,1782300,107.647646
2014-03-12,110.110001,111.269997,109.809998,110.989998,1363700,108.992991
2014-03-11,111.190002,111.190002,110.199997,110.360001,1170000,108.374329
2014-03-10,110.709999,110.970001,110.110001,110.879997,989400,108.884969
2014-03-07,110.769997,111.230003,109.839996,110.919998,1446700,108.924251
2014-03-06,112.389999,113.290001,111.18,111.470001,1463400,109.464358
2014-03-05,111.760002,112.93,110.959999,111.959999,1143100,109.945539
2014-03-04,113.07,113.519997,111.779999,112.349998,1761400,110.328521
2014-03-03,114.199997,115.00,111.620003,112.220001,1942600,110.200863
2014-02-28,110.790001,113.089996,110.459999,112.459999,1718100,110.436543
2014-02-27,110.260002,111.279999,109.779999,110.620003,1255100,108.629653
2014-02-26,108.139999,112.720001,108.139999,110.309998,2554700,108.325226
2014-02-25,113.370003,114.110001,109.919998,110.489998,3411100,108.501987
2014-02-24,102.860001,114.760002,102.709999,113.690002,6568800,111.644415
2014-02-21,102.720001,104.110001,102.370003,102.82,3455300,100.969993
2014-02-20,100.910004,102.919998,100.910004,102.239998,1846600,100.400427
2014-02-19,101.93,102.940002,101.760002,101.980003,1607600,100.14511
2014-02-18,100.730003,103.959999,100.349998,102.309998,2349000,100.469167
2014-02-14,96.860001,101.610001,96.860001,100.230003,2759000,98.426597
2014-02-13,95.519997,97.230003,95.279999,97.019997,1510500,95.274347
2014-02-12,97.300003,98.230003,95.389999,95.589996,1417200,93.870077
2014-02-11,96.540001,97.540001,94.879997,97.269997,1382500,95.519849
2014-02-10,95.779999,96.470001,94.709999,96.470001,1662500,94.734248
2014-02-07,96.010002,96.57,94.559998,95.970001,2251600,94.243244
2014-02-06,95.57,96.809998,94.699997,96.660004,2161400,94.920832
2014-02-05,91.00,96.879997,91.00,95.709999,4642900,93.98792
2014-02-04,96.470001,97.580002,95.309998,97.470001,2046400,95.716255
2014-02-03,97.190002,97.330002,95.879997,96.360001,2038800,94.626226
2014-01-31,97.029999,97.68,96.800003,97.300003,1410100,95.549316
2014-01-30,96.919998,98.919998,96.809998,98.169998,1083600,96.403657
2014-01-29,95.18,98.589996,94.199997,96.519997,2280400,94.783344
2014-01-28,96.00,96.739998,95.699997,96.019997,1192600,94.29234
2014-01-27,96.120003,96.769997,94.849998,96.040001,1585200,94.311984
2014-01-24,95.300003,96.32,94.910004,96.00,1729400,94.272703
2014-01-23,95.910004,97.839996,95.800003,96.190002,1744300,94.459287
2014-01-22,96.139999,96.489998,95.559998,96.139999,1346100,94.410184
2014-01-21,96.690002,96.940002,95.269997,95.660004,1407600,93.938824
2014-01-17,96.00,97.169998,95.830002,96.57,1597200,94.832447
2014-01-16,96.720001,97.099998,95.129997,96.160004,1130900,94.429828
2014-01-15,96.790001,97.650002,96.519997,97.129997,1440500,95.382369
2014-01-14,96.040001,96.910004,95.50,96.790001,1005900,95.04849
2014-01-13,96.940002,97.75,95.970001,96.029999,1863600,94.302162
2014-01-10,97.00,98.769997,95.010002,96.959999,4074500,95.215429
2014-01-09,99.800003,100.400002,98.989998,98.989998,2261100,97.208903
2014-01-08,100.660004,100.660004,98.949997,99.400002,2332700,97.61153
2014-01-07,98.720001,101.349998,98.50,100.550003,2561700,98.740839
2014-01-06,102.300003,102.379997,99.959999,100.760002,1850200,98.94706
2014-01-03,102.860001,103.040001,101.580002,101.760002,1234400,99.929067
2014-01-02,102.760002,103.879997,102.300003,102.839996,1393500,100.98963
2013-12-31,102.669998,103.529999,102.050003,103.220001,856800,101.362797
2013-12-30,103.150002,103.419998,102.32,102.480003,553100,100.636114
2013-12-27,103.169998,103.980003,102.779999,103.050003,480400,101.195858
2013-12-26,103.290001,103.779999,102.849998,103.529999,403300,101.402073
2013-12-24,103.209999,103.790001,103.080002,103.260002,351400,101.137626
2013-12-23,102.389999,103.599998,102.019997,103.07,714200,100.951529
2013-12-20,101.949997,102.589996,101.110001,101.889999,1065000,99.795782
2013-12-19,100.220001,101.860001,99.199997,101.690002,1853600,99.599896
2013-12-18,99.629997,101.110001,98.620003,100.730003,992700,98.659628
2013-12-17,100.18,100.25,98.760002,99.07,763100,97.033744
2013-12-16,99.900002,100.849998,98.989998,100.110001,907700,98.052369
2013-12-13,100.849998,102.029999,99.620003,99.910004,862000,97.856483
2013-12-12,101.68,102.400002,99.690002,100.470001,1482500,98.40497
2013-12-11,103.989998,104.739998,101.699997,101.93,1627900,99.834961
2013-12-10,104.040001,104.470001,103.440002,103.629997,1061300,101.500017
2013-12-09,103.779999,104.949997,103.779999,104.419998,1004400,102.27378
2013-12-06,103.029999,104.150002,102.870003,104.00,1261800,101.862414
2013-12-05,103.489998,104.059998,101.82,101.910004,1264500,99.815375
2013-12-04,104.639999,104.730003,102.449997,103.760002,1356600,101.627349
2013-12-03,104.900002,105.120003,103.900002,104.760002,1162500,102.606796
2013-12-02,104.010002,105.800003,103.809998,105.25,993500,103.086722
2013-11-29,103.809998,104.690002,103.809998,103.989998,427900,101.852618
2013-11-27,103.519997,104.050003,103.029999,103.779999,1068400,101.646935
2013-11-26,103.599998,104.589996,103.379997,103.889999,1585700,101.754675
2013-11-25,101.519997,103.50,101.349998,103.480003,870900,101.353106
2013-11-22,99.800003,101.589996,99.760002,101.25,1628200,99.168937
2013-11-21,100.190002,101.599998,99.620003,99.720001,2007400,97.670385
2013-11-20,99.050003,101.410004,98.699997,100.279999,2011100,98.218873
2013-11-19,98.93,99.400002,97.809998,98.639999,2012800,96.612582
2013-11-18,98.260002,98.919998,97.650002,98.639999,863600,96.612582
2013-11-15,97.400002,98.279999,97.080002,98.269997,1116900,96.250184
2013-11-14,96.849998,97.669998,96.669998,97.459999,1129100,95.456835
2013-11-13,95.910004,96.599998,95.540001,96.57,947800,94.585128
2013-11-12,95.900002,96.629997,95.599998,96.379997,1068400,94.399031
2013-11-11,95.370003,96.739998,95.129997,96.150002,980100,94.173762
2013-11-08,95.650002,96.290001,94.360001,95.190002,1590300,93.233495
2013-11-07,97.00,97.00,95.010002,95.480003,1626600,93.517535
2013-11-06,91.839996,97.360001,91.339996,95.870003,2782100,93.899519
2013-11-05,93.690002,94.669998,93.220001,93.949997,1457600,92.018976
2013-11-04,93.349998,94.690002,93.230003,94.129997,1461200,92.195277
2013-11-01,92.309998,93.110001,91.919998,93.010002,1019200,91.098302
2013-10-31,91.449997,92.860001,90.959999,92.150002,1590800,90.255977
2013-10-30,91.660004,92.330002,90.830002,91.209999,1140800,89.335295
2013-10-29,91.379997,91.669998,90.699997,91.650002,1160700,89.766254
2013-10-28,91.50,91.949997,91.080002,91.599998,1025000,89.717279
2013-10-25,91.330002,91.839996,91.019997,91.540001,814900,89.658514
2013-10-24,92.110001,92.580002,90.989998,91.330002,1262600,89.452832
2013-10-23,92.849998,93.029999,91.00,91.870003,982500,89.981734
2013-10-22,91.50,93.669998,91.50,92.82,1105100,90.912205
2013-10-21,91.040001,91.75,90.190002,91.50,1420100,89.619336
2013-10-18,94.290001,94.790001,90.830002,91.230003,4959200,89.354889
2013-10-17,93.75,93.919998,92.18,93.849998,2660900,91.921033
2013-10-16,95.25,96.650002,95.209999,96.629997,776900,94.643892
2013-10-15,95.32,95.949997,94.589996,94.82,693000,92.871097
2013-10-14,95.220001,95.870003,94.339996,95.669998,681400,93.703625
2013-10-11,95.769997,96.029999,95.279999,95.650002,770600,93.684039
2013-10-10,93.980003,96.400002,93.940002,95.760002,911600,93.791779
2013-10-09,93.379997,93.650002,92.93,93.209999,836600,91.294188
2013-10-08,94.529999,95.00,92.970001,93.00,792600,91.088505
2013-10-07,96.169998,96.169998,94.510002,94.709999,805100,92.763357
2013-10-04,94.650002,96.849998,94.540001,96.540001,699900,94.555746
2013-10-03,94.599998,95.489998,94.07,94.379997,553400,92.440138
2013-10-02,94.970001,95.120003,93.730003,94.870003,675800,92.920072
2013-10-01,93.660004,95.720001,93.660004,95.349998,1028100,93.390202
2013-09-30,93.540001,93.650002,91.480003,93.330002,1719400,91.411724
2013-09-27,93.410004,94.190002,93.080002,93.879997,1220900,91.950415
2013-09-26,94.879997,95.650002,93.00,93.779999,1508600,91.852472
2013-09-25,95.839996,96.32,94.510002,94.739998,1031300,92.528288
2013-09-24,95.510002,97.00,95.139999,96.00,1241100,93.758875
2013-09-23,95.419998,95.809998,94.230003,95.290001,999000,93.065451
2013-09-20,95.089996,96.220001,94.900002,95.529999,1780900,93.299846
2013-09-19,96.949997,97.360001,93.830002,94.709999,1924200,92.498989
2013-09-18,99.529999,99.690002,96.050003,96.949997,1711900,94.686694
2013-09-17,99.440002,99.68,98.440002,99.599998,813600,97.274831
2013-09-16,99.080002,99.849998,98.870003,99.559998,627200,97.235764
2013-09-13,98.160004,98.639999,97.919998,98.239998,556300,95.94658
2013-09-12,97.980003,98.190002,97.449997,97.730003,861000,95.448491
2013-09-11,97.230003,98.089996,96.540001,97.970001,1187700,95.682886
2013-09-10,95.93,97.300003,95.440002,97.089996,1053900,94.823425
2013-09-09,95.57,96.00,95.190002,95.440002,830200,93.211951
2013-09-06,96.279999,96.699997,94.68,95.639999,860400,93.407279
2013-09-05,94.699997,96.75,94.470001,96.260002,869000,94.012807
2013-09-04,94.260002,94.699997,93.449997,94.699997,770500,92.48922
2013-09-03,92.809998,94.650002,92.809998,94.349998,702600,92.147393
