Date,Open,High,Low,Close,Volume,Adj Close
2015-01-30,234.320007,238.360001,233.270004,235.839996,673100,227.288534
2015-01-29,231.490005,236.850006,231.130005,235.919998,660400,227.365635
2015-01-28,232.759995,232.929993,229.380005,231.039993,698800,222.662577
2015-01-27,230.559998,233.350006,229.039993,231.679993,672800,223.279371
2015-01-26,236.419998,241.880005,233.50,234.809998,1161900,226.295883
2015-01-23,243.50,247.690002,243.50,245.990005,791900,237.070508
2015-01-22,245.220001,246.119995,243.179993,245.160004,404800,236.270602
2015-01-21,241.160004,246.970001,240.910004,244.190002,470500,235.335773
2015-01-20,242.00,243.770004,239.809998,242.610001,365200,233.813061
2015-01-16,237.919998,241.589996,235.039993,241.289993,654300,232.540917
2015-01-15,241.899994,244.800003,237.759995,237.919998,489900,229.293116
2015-01-14,241.919998,243.00,240.00,241.899994,753800,233.128799
2015-01-13,246.839996,247.979996,241.330002,243.440002,399500,234.612967
2015-01-12,249.039993,249.949997,244.100006,245.149994,366300,236.260955
2015-01-09,250.699997,250.779999,246.880005,248.229996,334000,239.229277
2015-01-08,247.380005,251.229996,247.380005,251.139999,453000,242.033766
2015-01-07,246.00,247.070007,243.110001,245.669998,339500,236.762104
2015-01-06,249.529999,249.940002,242.839996,245.449997,427300,236.55008
2015-01-05,253.699997,254.339996,248.179993,248.979996,394100,239.952083
2015-01-02,256.019989,256.970001,253.330002,255.220001,314300,245.965828
2014-12-31,258.23999,259.00,254.509995,254.889999,445100,245.647792
2014-12-30,258.369995,259.410004,256.799988,257.48999,319600,248.153508
2014-12-29,256.790009,259.670013,256.790009,258.859985,294400,249.473828
2014-12-26,258.00,259.140015,256.73999,257.089996,133200,247.768018
2014-12-24,257.850006,258.399994,256.480011,256.980011,158900,247.662021
2014-12-23,259.209991,259.890015,257.26001,257.799988,609500,248.452266
2014-12-22,257.920013,259.029999,256.130005,258.220001,377200,248.857049
2014-12-19,253.169998,261.570007,252.820007,257.809998,881700,248.461912
2014-12-18,246.240005,252.300003,246.240005,252.229996,568700,243.084239
2014-12-17,244.259995,245.220001,242.00,244.020004,712200,235.171939
2014-12-16,243.919998,249.229996,242.419998,244.229996,323700,235.374316
2014-12-15,246.410004,248.139999,242.850006,244.169998,431300,235.316494
2014-12-12,246.429993,249.960007,244.410004,245.970001,673500,237.051229
2014-12-11,242.050003,247.139999,241.279999,246.160004,466000,237.234342
2014-12-10,248.690002,248.710007,241.080002,242.649994,517500,233.851604
2014-12-09,248.360001,249.649994,247.270004,249.460007,267200,240.414689
2014-12-08,251.699997,253.460007,249.740005,250.119995,538800,241.050746
2014-12-05,251.789993,254.490005,251.509995,252.830002,561200,243.662489
2014-12-04,248.389999,251.100006,246.809998,250.570007,444500,241.484441
2014-12-03,244.619995,248.570007,243.970001,248.570007,798600,239.55696
2014-12-02,241.009995,244.259995,239.699997,244.169998,591700,235.316494
2014-12-01,244.910004,245.309998,242.119995,242.460007,555400,233.668506
2014-11-28,247.839996,248.839996,245.330002,245.679993,290000,236.771736
2014-11-26,249.039993,249.309998,246.710007,247.160004,329200,238.198083
2014-11-25,250.350006,250.600006,248.339996,249.240005,299200,240.202665
2014-11-24,249.00,251.039993,247.580002,250.850006,362600,241.754287
2014-11-21,246.710007,248.949997,246.710007,248.210007,516900,239.210013
2014-11-20,243.369995,246.429993,243.369995,244.869995,311700,235.991109
2014-11-19,243.50,244.839996,241.979996,244.339996,323100,235.480328
2014-11-18,244.899994,246.25,242.970001,243.330002,328900,234.506955
2014-11-17,245.839996,245.960007,243.919998,244.440002,284900,235.576708
2014-11-14,244.139999,247.009995,243.649994,246.270004,234500,237.340354
2014-11-13,246.520004,246.729996,243.949997,244.369995,405700,235.509239
2014-11-12,245.449997,248.210007,245.119995,246.770004,803100,237.822225
2014-11-11,249.179993,249.229996,245.339996,246.309998,492800,237.378898
2014-11-10,251.389999,252.270004,247.330002,248.770004,584900,239.749706
2014-11-07,254.839996,254.839996,252.229996,254.809998,313900,245.570691
2014-11-06,252.850006,255.080002,251.130005,254.770004,379800,245.532148
2014-11-05,251.380005,253.199997,249.740005,253.160004,376600,242.939681
2014-11-04,247.229996,249.899994,247.009995,249.429993,361300,239.360254
2014-11-03,246.800003,248.389999,245.949997,247.600006,409800,237.604146
2014-10-31,247.25,248.020004,245.770004,246.800003,455100,236.83644
2014-10-30,241.25,244.630005,240.600006,243.860001,285600,234.015128
2014-10-29,242.669998,243.940002,240.940002,242.190002,443800,232.41255
2014-10-28,239.809998,243.130005,239.059998,242.630005,386700,232.834789
2014-10-27,237.639999,238.779999,235.449997,238.419998,304300,228.794744
2014-10-24,235.770004,238.309998,234.25,237.779999,286200,228.180582
2014-10-23,234.509995,236.669998,233.279999,235.380005,611300,225.877479
2014-10-22,235.020004,235.070007,231.429993,231.539993,758600,222.192492
2014-10-21,231.320007,235.229996,231.320007,234.50,1208200,225.033
2014-10-20,230.509995,232.259995,229.369995,230.419998,776000,221.117712
2014-10-17,232.75,233.809998,230.160004,231.899994,1407600,222.537959
2014-10-16,228.600006,237.490005,223.919998,229.720001,1526700,220.445975
2014-10-15,237.070007,241.550003,232.300003,239.160004,862400,229.504875
2014-10-14,235.00,239.800003,234.059998,238.690002,998300,229.053848
2014-10-13,240.020004,240.660004,233.639999,234.199997,601300,224.745109
2014-10-10,245.100006,245.350006,239.009995,240.690002,702400,230.973106
2014-10-09,251.759995,252.990005,245.639999,246.149994,417500,236.212672
2014-10-08,250.100006,252.309998,247.350006,252.190002,506000,242.00884
2014-10-07,253.770004,254.830002,249.580002,249.75,511200,239.667343
2014-10-06,255.720001,258.190002,254.380005,255.539993,464600,245.223588
2014-10-03,254.309998,257.290009,252.960007,255.270004,522700,244.964499
2014-10-02,250.899994,253.330002,250.850006,252.800003,474800,242.594214
2014-10-01,251.419998,251.669998,249.839996,250.630005,609100,240.511821
2014-09-30,252.279999,254.75,251.029999,251.649994,413600,241.490632
2014-09-29,249.800003,253.320007,249.800003,252.020004,370100,241.845704
2014-09-26,250.509995,253.199997,250.339996,252.020004,236400,241.845704
2014-09-25,251.820007,252.339996,250.130005,250.130005,426500,240.032006
2014-09-24,251.199997,254.339996,251.199997,252.649994,336800,242.450261
2014-09-23,250.929993,252.470001,250.110001,251.619995,423500,241.461844
2014-09-22,252.789993,253.50,250.630005,251.320007,297200,241.173967
2014-09-19,254.380005,254.570007,252.169998,253.419998,418300,243.189179
2014-09-18,251.100006,253.490005,250.139999,253.080002,317700,242.862909
2014-09-17,249.860001,251.490005,248.919998,250.300003,502400,240.195141
2014-09-16,248.369995,249.009995,245.820007,248.669998,444800,238.630941
2014-09-15,248.880005,249.289993,246.710007,248.419998,229300,238.391034
2014-09-12,245.910004,248.50,245.300003,248.449997,510500,238.419822
2014-09-11,245.589996,247.429993,244.679993,246.539993,300500,236.586927
2014-09-10,247.259995,247.259995,245.240005,246.580002,245900,236.62532
2014-09-09,249.229996,249.229996,246.820007,246.880005,332700,236.913212
2014-09-08,248.589996,250.570007,248.589996,248.839996,239300,238.794077
2014-09-05,251.179993,251.470001,248.940002,249.479996,403200,239.408239
2014-09-04,251.139999,253.320007,249.850006,251.639999,455600,241.481041
2014-09-03,248.00,250.009995,248.00,249.850006,404100,239.763311
2014-09-02,246.970001,247.729996,245.639999,247.429993,372300,237.440996
2014-08-29,245.570007,246.630005,245.029999,246.199997,256300,236.260657
2014-08-28,244.630005,245.869995,244.009995,245.559998,256300,235.646495
2014-08-27,248.270004,248.369995,245.440002,246.00,315700,236.068734
2014-08-26,249.729996,250.350006,247.789993,248.789993,405800,238.746092
2014-08-25,248.410004,250.660004,248.110001,249.570007,498400,239.494616
2014-08-22,247.470001,248.110001,246.679993,247.020004,244300,237.047559
2014-08-21,245.039993,248.399994,243.860001,247.860001,337400,237.853644
2014-08-20,245.720001,245.990005,244.580002,245.210007,449700,235.310633
2014-08-19,242.809998,246.169998,242.059998,245.669998,399400,235.752054
2014-08-18,239.130005,242.869995,237.550003,242.830002,528000,233.026712
2014-08-15,239.080002,239.970001,235.360001,237.229996,347700,227.652783
2014-08-14,239.990005,240.539993,238.160004,238.449997,365500,228.823532
2014-08-13,239.020004,240.529999,237.050003,239.580002,358400,229.907917
2014-08-12,237.339996,239.389999,236.679993,238.759995,261600,229.121015
2014-08-11,237.839996,239.929993,237.479996,237.610001,296500,228.017447
2014-08-08,234.00,236.720001,233.279999,236.589996,377400,227.038621
2014-08-07,236.00,236.940002,232.699997,233.070007,331200,223.660738
2014-08-06,234.100006,236.699997,232.320007,235.630005,407800,225.080989
2014-08-05,233.449997,236.160004,232.800003,234.869995,446000,224.355005
2014-08-04,235.449997,235.449997,231.210007,235.009995,610700,224.488737
2014-08-01,233.820007,235.929993,233.130005,235.210007,523000,224.679794
2014-07-31,238.089996,239.110001,234.800003,235.149994,507400,224.622468
2014-07-30,239.759995,240.970001,237.259995,240.029999,492100,229.283998
2014-07-29,239.729996,240.309998,238.160004,238.740005,310100,228.051757
2014-07-28,241.190002,241.690002,238.479996,239.960007,416400,229.21714
2014-07-25,241.770004,242.699997,239.619995,241.160004,238800,230.363413
2014-07-24,241.130005,241.919998,239.839996,240.490005,381400,229.723411
2014-07-23,241.75,241.889999,239.600006,241.029999,366800,230.239229
2014-07-22,241.580002,242.710007,241.130005,241.830002,369200,231.003416
2014-07-21,242.699997,245.029999,239.630005,240.259995,548700,229.503697
2014-07-18,242.25,243.039993,240.279999,242.850006,681100,231.977756
2014-07-17,242.940002,247.490005,240.00,241.389999,1290200,230.583112
2014-07-16,246.990005,247.00,244.149994,244.880005,550800,233.916872
2014-07-15,244.880005,246.429993,243.910004,245.839996,763600,234.833886
2014-07-14,246.619995,247.220001,244.770004,244.880005,512600,233.916872
2014-07-11,240.699997,246.00,240.699997,244.789993,757800,233.830891
2014-07-10,248.020004,248.539993,246.419998,247.649994,284800,236.562851
2014-07-09,249.649994,250.940002,249.070007,250.059998,286400,238.86496
2014-07-08,250.529999,251.130005,248.649994,250.809998,409000,239.581383
2014-07-07,253.479996,253.479996,248.669998,250.529999,489300,239.313919
2014-07-03,252.759995,256.420013,252.759995,255.580002,209500,244.137837
2014-07-02,251.50,252.800003,250.199997,251.539993,490100,240.278697
2014-07-01,255.00,255.00,251.710007,251.770004,552600,240.498411
2014-06-30,254.509995,255.00,253.720001,254.270004,484200,242.886487
2014-06-27,254.00,254.979996,252.979996,254.399994,311000,243.010657
2014-06-26,255.759995,255.850006,253.570007,254.880005,321600,243.469178
2014-06-25,256.100006,256.779999,254.990005,255.630005,235000,244.185601
2014-06-24,259.25,259.98999,256.00,256.100006,328100,244.634561
2014-06-23,262.119995,262.119995,259.440002,259.929993,180200,248.293081
2014-06-20,262.26001,263.369995,260.950012,261.440002,361000,249.735489
2014-06-19,259.429993,263.109985,258.630005,261.100006,479900,249.410714
2014-06-18,258.109985,259.549988,255.300003,259.390015,407200,247.777278
2014-06-17,259.040009,259.73999,257.25,258.279999,285900,246.716957
2014-06-16,259.459991,260.359985,258.170013,260.109985,216500,248.465016
2014-06-13,260.540009,261.279999,259.049988,259.809998,432300,248.178458
2014-06-12,264.600006,265.00,259.339996,260.209991,938600,248.560545
2014-06-11,267.950012,269.690002,266.869995,269.220001,337500,257.167182
2014-06-10,267.579987,269.119995,266.829987,269.109985,335800,257.062091
2014-06-09,267.769989,269.230011,265.850006,267.390015,343200,255.419122
2014-06-06,265.369995,268.649994,265.01001,267.769989,284800,255.782086
2014-06-05,261.540009,265.029999,259.540009,265.01001,528300,253.145669
2014-06-04,262.899994,265.00,261.290009,261.470001,314100,249.764144
2014-06-03,259.579987,263.51001,259.200012,263.109985,530400,251.330708
2014-06-02,258.73999,261.570007,257.50,260.059998,306400,248.417266
2014-05-30,256.429993,259.339996,255.770004,258.369995,406400,246.802924
2014-05-29,255.720001,256.730011,253.669998,256.640015,242500,245.150394
2014-05-28,253.539993,255.539993,252.369995,254.509995,234800,243.115733
2014-05-27,254.25,255.160004,252.490005,252.809998,299700,241.491844
2014-05-23,252.300003,253.619995,250.470001,253.229996,194400,241.893039
2014-05-22,252.399994,253.699997,251.539993,252.149994,200100,240.861388
2014-05-21,250.169998,252.740005,249.360001,252.360001,343600,241.061993
2014-05-20,255.149994,255.820007,248.529999,249.830002,448100,238.645261
2014-05-19,254.029999,256.269989,252.679993,256.109985,282500,244.644093
2014-05-16,252.479996,254.300003,251.449997,254.179993,330400,242.800505
2014-05-15,253.190002,254.699997,250.970001,252.229996,451400,240.937809
2014-05-14,254.550003,254.940002,252.600006,253.570007,256600,242.217829
2014-05-13,254.940002,255.809998,252.399994,253.970001,346400,242.599915
2014-05-12,251.520004,254.880005,251.520004,254.619995,379500,243.220809
2014-05-09,251.929993,252.00,249.559998,250.889999,305000,239.657803
2014-05-08,249.190002,253.970001,248.330002,252.289993,334400,240.99512
2014-05-07,250.440002,252.800003,250.220001,252.300003,327300,239.973043
2014-05-06,251.020004,251.740005,250.080002,250.869995,237600,238.612902
2014-05-05,250.619995,252.440002,250.00,251.699997,200100,239.402352
2014-05-02,252.309998,254.419998,252.089996,252.25,278900,239.925483
2014-05-01,255.240005,255.240005,251.850006,252.75,323900,240.401053
2014-04-30,248.089996,254.820007,246.119995,254.399994,739900,241.970431
2014-04-29,251.080002,251.869995,248.050003,248.220001,287000,236.092383
2014-04-28,250.470001,251.539993,246.520004,250.029999,370100,237.813947
2014-04-25,251.520004,251.539993,247.50,249.330002,486000,237.148151
2014-04-24,255.759995,255.800003,250.880005,252.529999,308100,240.191801
2014-04-23,254.399994,255.919998,254.399994,254.970001,270600,242.512589
2014-04-22,253.360001,255.710007,252.50,255.050003,372800,242.588682
2014-04-21,251.830002,253.350006,251.320007,252.210007,299800,239.887443
2014-04-17,249.539993,254.600006,248.639999,252.149994,596900,239.830363
2014-04-16,256.00,258.00,248.559998,250.199997,745900,237.975639
2014-04-15,249.960007,251.270004,246.740005,250.770004,687800,238.517797
2014-04-14,251.550003,251.550003,246.949997,248.929993,475700,236.767685
2014-04-11,251.990005,254.910004,250.00,250.229996,513500,238.004172
2014-04-10,258.790009,259.220001,252.059998,252.229996,447800,239.906456
2014-04-09,255.309998,258.980011,254.899994,258.579987,641300,245.946196
2014-04-08,246.490005,253.880005,245.229996,253.419998,533800,241.038317
2014-04-07,253.850006,253.970001,246.429993,246.619995,395200,234.57055
2014-04-04,257.440002,259.339996,254.399994,254.589996,543100,242.151151
2014-04-03,255.50,257.200012,254.479996,256.73999,354300,244.196099
2014-04-02,252.970001,256.149994,252.910004,254.979996,347900,242.522095
2014-04-01,253.949997,254.970001,252.410004,253.050003,542100,240.686399
2014-03-31,251.800003,253.360001,250.190002,252.660004,559100,240.315454
2014-03-28,250.889999,251.960007,249.179993,249.449997,505700,237.262283
2014-03-27,251.509995,252.360001,249.289993,250.240005,427000,238.013693
2014-03-26,255.649994,255.929993,250.710007,250.720001,429800,238.470237
2014-03-25,252.419998,255.240005,252.419998,254.610001,426600,242.170177
2014-03-24,253.100006,253.539993,250.75,251.460007,372800,239.174087
2014-03-21,253.279999,254.520004,250.690002,251.970001,887400,239.659164
2014-03-20,248.850006,251.199997,247.089996,251.039993,358200,238.774595
2014-03-19,253.320007,253.449997,247.889999,249.960007,417700,237.747375
2014-03-18,251.679993,253.580002,250.720001,253.119995,361700,240.752971
2014-03-17,247.490005,251.800003,247.490005,251.679993,441000,239.383325
2014-03-14,245.00,248.520004,243.990005,247.029999,635000,234.960522
2014-03-13,253.600006,253.679993,245.539993,245.839996,675600,233.828661
2014-03-12,250.759995,252.440002,248.589996,251.830002,591300,239.526005
2014-03-11,257.630005,257.630005,253.25,253.839996,337100,241.437794
2014-03-10,253.910004,256.690002,253.910004,255.770004,310500,243.273505
2014-03-07,258.470001,259.329987,256.529999,256.950012,407500,244.39586
2014-03-06,257.23999,259.380005,256.200012,257.480011,422600,244.899964
2014-03-05,255.080002,257.649994,254.380005,256.970001,320900,244.414872
2014-03-04,256.00,256.480011,253.419998,254.899994,416000,242.446002
2014-03-03,253.160004,253.779999,250.800003,253.289993,489600,240.914664
2014-02-28,253.490005,255.679993,252.929993,255.020004,667200,242.560149
2014-02-27,245.580002,252.949997,237.259995,252.910004,267900,240.55324
2014-02-26,250.679993,252.100006,249.389999,251.470001,635900,239.183593
2014-02-25,251.570007,252.850006,249.839996,250.139999,624600,237.918573
2014-02-24,250.240005,252.360001,249.580002,251.610001,712000,239.316753
2014-02-21,248.619995,250.639999,247.869995,249.240005,546100,237.062551
2014-02-20,247.160004,250.440002,246.830002,248.039993,593900,235.92117
2014-02-19,247.300003,249.350006,246.029999,248.00,625600,235.883131
2014-02-18,246.160004,248.039993,245.039993,247.759995,607900,235.654851
2014-02-14,242.639999,245.960007,241.00,245.669998,712700,233.666969
2014-02-13,237.210007,239.720001,235.330002,239.639999,645000,227.931586
2014-02-12,238.509995,239.610001,237.449997,238.050003,508300,226.419274
2014-02-11,231.899994,239.009995,230.110001,237.860001,715600,226.238555
2014-02-10,233.229996,236.720001,232.520004,234.289993,643800,222.842972
2014-02-07,234.619995,236.029999,231.630005,234.00,842500,222.567147
2014-02-06,231.479996,234.169998,230.330002,233.949997,449500,222.519587
2014-02-05,230.229996,233.809998,229.970001,230.869995,612800,218.705503
2014-02-04,230.630005,231.850006,228.770004,231.289993,634800,219.103372
2014-02-03,234.50,234.50,228.190002,229.289993,702300,217.208752
2014-01-31,234.009995,236.110001,232.259995,234.479996,538500,222.125294
2014-01-30,238.169998,239.800003,236.919998,237.169998,402700,224.673561
2014-01-29,236.75,240.490005,235.889999,238.160004,495400,225.611403
2014-01-28,239.460007,239.479996,237.330002,237.860001,641800,225.327207
2014-01-27,241.679993,243.360001,236.899994,238.929993,824700,226.340821
2014-01-24,248.600006,252.130005,240.380005,241.850006,1658400,229.10698
2014-01-23,260.359985,262.76001,256.019989,256.660004,622000,243.136642
2014-01-22,265.00,265.839996,261.040009,262.029999,486500,248.223693
2014-01-21,263.690002,264.98999,262.690002,264.059998,405900,250.146732
2014-01-17,266.579987,266.959991,262.880005,264.100006,384800,250.184632
2014-01-16,263.730011,266.299988,262.130005,265.940002,396000,251.927679
2014-01-15,263.480011,266.179993,261.890015,263.779999,461300,249.881486
2014-01-14,262.25,264.440002,258.00,264.26001,387200,250.336205
2014-01-13,262.76001,264.190002,260.899994,261.660004,915900,247.873193
2014-01-10,255.490005,267.48999,255.380005,263.709991,928900,249.815167
2014-01-09,254.440002,256.26001,252.559998,254.50,421100,241.090448
2014-01-08,252.919998,253.970001,250.820007,253.440002,368400,240.086302
2014-01-07,252.279999,253.770004,251.169998,252.919998,381300,239.593696
2014-01-06,253.690002,253.720001,249.789993,250.970001,323100,237.746444
2014-01-03,253.070007,254.240005,251.899994,252.839996,204800,239.51791
2014-01-02,254.699997,255.479996,252.820007,253.059998,285100,239.726319
2013-12-31,255.960007,256.380005,254.25,255.419998,240500,241.961972
2013-12-30,255.729996,256.290009,254.720001,255.380005,168800,241.924086
2013-12-27,255.660004,257.019989,254.570007,255.449997,169700,241.99039
2013-12-26,255.610001,256.149994,253.880005,255.419998,193900,241.961972
2013-12-24,253.059998,254.759995,252.50,254.330002,139900,240.929407
2013-12-23,253.00,253.070007,250.539993,252.410004,347700,239.110573
2013-12-20,251.00,253.070007,247.779999,248.339996,1036100,235.255014
2013-12-19,255.139999,256.709991,252.660004,253.389999,397400,240.038933
2013-12-18,250.929993,255.100006,248.690002,254.820007,496500,241.393594
2013-12-17,255.309998,256.839996,249.889999,250.059998,349500,236.884389
2013-12-16,252.149994,255.279999,251.190002,253.919998,368600,240.541007
2013-12-13,251.880005,253.339996,251.020004,251.550003,311300,238.295886
2013-12-12,254.00,254.800003,246.860001,252.029999,904900,238.750591
2013-12-11,256.50,258.630005,253.399994,254.050003,310300,240.664162
2013-12-10,257.160004,259.269989,256.570007,256.709991,275700,243.183996
2013-12-09,258.910004,259.730011,256.369995,257.179993,308500,243.629233
2013-12-06,258.73999,260.00,256.109985,257.779999,321800,244.197625
2013-12-05,255.160004,257.299988,254.009995,255.169998,233500,241.725144
2013-12-04,254.889999,256.279999,251.00,255.050003,516800,241.611472
2013-12-03,257.850006,258.950012,254.110001,254.889999,407500,241.459899
2013-12-02,257.910004,259.970001,256.390015,258.320007,335400,244.70918
2013-11-29,259.070007,259.959991,256.50,257.920013,92300,244.330262
2013-11-27,258.00,259.98999,257.00,258.470001,199900,244.851271
2013-11-26,257.119995,259.26001,255.899994,258.130005,403100,244.529189
2013-11-25,256.890015,257.799988,255.389999,256.859985,242500,243.326086
2013-11-22,255.860001,256.880005,255.220001,256.390015,444600,242.880878
2013-11-21,253.00,256.910004,252.660004,255.220001,566300,241.772513
2013-11-20,257.380005,259.50,252.550003,253.240005,354300,239.896843
2013-11-19,258.140015,260.299988,255.889999,256.149994,314100,242.653504
2013-11-18,259.790009,261.559998,257.809998,258.059998,397700,244.46287
2013-11-15,263.859985,264.369995,259.529999,260.75,621700,247.011137
2013-11-14,265.00,267.320007,262.929993,265.600006,419200,251.605597
2013-11-13,267.130005,269.149994,262.75,265.00,598700,251.037205
2013-11-12,268.779999,269.320007,266.920013,268.23999,219600,254.106481
2013-11-11,267.799988,270.190002,267.76001,270.019989,142900,255.792692
2013-11-08,264.420013,268.109985,264.049988,268.109985,462200,253.983326
2013-11-07,273.00,273.00,263.470001,263.679993,359500,249.786749
2013-11-06,269.540009,272.220001,268.329987,272.130005,258200,257.791532
2013-11-05,269.190002,271.130005,267.660004,268.959991,350000,253.907548
2013-11-04,270.769989,272.170013,269.790009,271.880005,295100,256.664141
2013-11-01,269.459991,271.859985,267.459991,270.059998,242500,254.945991
2013-10-31,269.940002,271.26001,268.630005,268.970001,276300,253.916997
2013-10-30,273.600006,274.369995,268.799988,270.059998,341700,254.945991
2013-10-29,268.579987,273.109985,265.899994,273.040009,330100,257.759225
2013-10-28,267.309998,269.799988,264.940002,269.200012,396400,254.134136
2013-10-25,263.679993,267.459991,262.130005,267.399994,302600,252.434856
2013-10-24,264.309998,265.059998,263.040009,263.040009,212400,248.318879
2013-10-23,265.149994,265.459991,262.600006,264.170013,177800,249.385642
2013-10-22,265.380005,266.320007,262.950012,265.390015,299800,250.537366
2013-10-21,263.119995,264.26001,260.910004,263.440002,352500,248.696487
2013-10-18,262.980011,264.380005,260.809998,264.299988,406400,249.508343
2013-10-17,256.290009,262.440002,254.809998,261.899994,443400,247.242665
2013-10-16,260.350006,266.369995,253.25,257.769989,1142700,243.343798
2013-10-15,258.290009,258.519989,255.190002,255.419998,486300,241.125325
2013-10-14,256.329987,260.119995,255.070007,258.609985,312200,244.136783
2013-10-11,256.829987,258.609985,256.209991,257.899994,367500,243.466527
2013-10-10,254.550003,256.470001,253.649994,255.899994,646600,241.578458
2013-10-09,256.149994,258.059998,251.210007,252.360001,719500,238.236581
2013-10-08,260.630005,262.25,257.859985,258.040009,344300,243.598706
2013-10-07,262.309998,263.170013,259.959991,261.130005,426000,246.515769
2013-10-04,264.850006,265.859985,263.440002,264.880005,259900,250.055899
2013-10-03,263.709991,265.399994,261.399994,263.73999,479200,248.979686
2013-10-02,263.160004,265.00,261.029999,264.649994,255500,249.838761
2013-10-01,261.769989,264.649994,261.00,264.649994,413600,249.838761
2013-09-30,261.720001,263.720001,261.040009,261.709991,405700,247.063297
2013-09-27,269.049988,269.549988,263.549988,263.920013,401700,249.149634
2013-09-26,268.170013,271.959991,267.970001,269.049988,261900,253.992507
2013-09-25,269.100006,270.269989,267.089996,267.160004,157700,252.208297
2013-09-24,267.880005,270.589996,266.910004,268.26001,355800,253.246741
2013-09-23,270.690002,270.850006,267.440002,268.049988,399300,253.048473
2013-09-20,272.929993,275.220001,270.149994,270.149994,618800,255.030951
2013-09-19,273.929993,276.380005,272.929993,273.51001,339700,258.202923
2013-09-18,269.529999,274.01001,268.920013,274.01001,295500,258.67494
2013-09-17,270.720001,271.709991,268.390015,269.369995,318000,254.294605
2013-09-16,272.429993,272.470001,269.070007,270.040009,302900,254.927121
2013-09-13,268.950012,268.950012,265.079987,267.290009,350600,252.331026
2013-09-12,267.700012,271.320007,265.549988,268.079987,549900,253.076793
2013-09-11,269.459991,270.00,267.26001,269.690002,280300,254.596703
2013-09-10,264.869995,269.410004,264.670013,269.359985,349700,254.285156
2013-09-09,258.929993,264.380005,258.089996,263.959991,265600,249.187374
2013-09-06,259.799988,261.359985,257.00,258.279999,265200,243.825265
2013-09-05,255.929993,260.399994,255.880005,259.549988,312800,245.024178
2013-09-04,252.00,256.480011,251.080002,255.820007,414300,241.502948
2013-09-03,249.389999,252.029999,248.869995,251.270004,391300,237.207587
